link,headline,category,short_description,authors,date,headline_tokens,short_description_tokens,headline_length,short_description_length,short_description_no_stopwords,headline_no_stopwords,short_desc_tokens_no_stop,headline_tokens_no_stop,short_description_extracted_dates,short_description_extracted_numbers,year
https://www.huffpost.com/entry/bc-soc-wcup-captains-armbands_n_632b1c98e4b0913a3dd7554a,World Cup Captains Want To Wear Rainbow Armbands In Qatar,WORLD NEWS,FIFA has come under pressure from several European soccer federations who want to support a human rights campaign against discrimination at the World Cup.,"GRAHAM DUNBAR, AP",2022-09-21,"['World', 'Cup', 'Captains', 'Want', 'To', 'Wear', 'Rainbow', 'Armbands', 'In', 'Qatar']","['FIFA', 'has', 'come', 'under', 'pressure', 'from', 'several', 'European', 'soccer', 'federations', 'who', 'want', 'to', 'support', 'a', 'human', 'rights', 'campaign', 'against', 'discrimination', 'at', 'the', 'World', 'Cup.']",10,24,fifa come pressure european soccer federations want support human rights campaign discrimination world cup.,world cup captains want wear rainbow armbands qatar,"['fifa', 'come', 'pressure', 'european', 'soccer', 'federations', 'want', 'support', 'human', 'rights', 'campaign', 'discrimination', 'world', 'cup.']","['world', 'cup', 'captains', 'want', 'wear', 'rainbow', 'armbands', 'qatar']",[],[],2022
https://www.huffpost.com/entry/man-sets-fire-protest-abe-funeral_n_632ae462e4b07198f0146afd,Man Sets Himself On Fire In Apparent Protest Of Funeral For Japan's Abe,WORLD NEWS,"The incident underscores a growing wave of protests against the funeral for Shinzo Abe, who was one of the most divisive leaders in postwar Japanese politics.","Mari Yamaguchi, AP",2022-09-21,"['Man', 'Sets', 'Himself', 'On', 'Fire', 'In', 'Apparent', 'Protest', 'Of', 'Funeral', 'For', ""Japan's"", 'Abe']","['The', 'incident', 'underscores', 'a', 'growing', 'wave', 'of', 'protests', 'against', 'the', 'funeral', 'for', 'Shinzo', 'Abe,', 'who', 'was', 'one', 'of', 'the', 'most', 'divisive', 'leaders', 'in', 'postwar', 'Japanese', 'politics.']",13,26,"incident underscores growing wave protests funeral shinzo abe, divisive leaders postwar japanese politics.",man sets apparent protest funeral japan's abe,"['incident', 'underscores', 'growing', 'wave', 'protests', 'funeral', 'shinzo', 'abe,', 'divisive', 'leaders', 'postwar', 'japanese', 'politics.']","['man', 'sets', 'apparent', 'protest', 'funeral', ""japan's"", 'abe']",[],[],2022
https://www.huffpost.com/entry/fiona-threatens-to-become-category-4-storm-headed-to-bermuda_n_632ad1cae4b07198f0143244,Fiona Threatens To Become Category 4 Storm Headed To Bermuda,WORLD NEWS,Hurricane Fiona lashed the Turks and Caicos Islands and was forecast to squeeze past Bermuda later this week.,"Dánica Coto, AP",2022-09-21,"['Fiona', 'Threatens', 'To', 'Become', 'Category', '4', 'Storm', 'Headed', 'To', 'Bermuda']","['Hurricane', 'Fiona', 'lashed', 'the', 'Turks', 'and', 'Caicos', 'Islands', 'and', 'was', 'forecast', 'to', 'squeeze', 'past', 'Bermuda', 'later', 'this', 'week.']",10,18,hurricane fiona lashed turks caicos islands forecast squeeze past bermuda later week.,fiona threatens category 4 storm headed bermuda,"['hurricane', 'fiona', 'lashed', 'turks', 'caicos', 'islands', 'forecast', 'squeeze', 'past', 'bermuda', 'later', 'week.']","['fiona', 'threatens', 'category', '4', 'storm', 'headed', 'bermuda']",[],[],2022
https://www.huffpost.com/entry/twitch-streamers-threaten-strike-gambling_n_632a72bce4b0cd3ec2628b20,"Twitch Bans Gambling Sites After Streamer Scams Folks Out Of $200,000",TECH,One man's claims that he scammed people on the platform caused several popular streamers to consider a Twitch boycott.,Ben Blanchet,2022-09-21,"['Twitch', 'Bans', 'Gambling', 'Sites', 'After', 'Streamer', 'Scams', 'Folks', 'Out', 'Of', '$200,000']","['One', ""man's"", 'claims', 'that', 'he', 'scammed', 'people', 'on', 'the', 'platform', 'caused', 'several', 'popular', 'streamers', 'to', 'consider', 'a', 'Twitch', 'boycott.']",11,19,man's claims scammed people platform caused popular streamers consider twitch boycott.,"twitch bans gambling sites streamer scams folks $200,000","[""man's"", 'claims', 'scammed', 'people', 'platform', 'caused', 'popular', 'streamers', 'consider', 'twitch', 'boycott.']","['twitch', 'bans', 'gambling', 'sites', 'streamer', 'scams', 'folks', '$200,000']",[],[],2022
https://www.huffpost.com/entry/virginia-thomas-agrees-to-interview-with-jan-6-panel_n_632ba0f2e4b09d8701bbe16d,Virginia Thomas Agrees To Interview With Jan. 6 Panel,U.S. NEWS,"Conservative activist Virginia Thomas, the wife of Supreme Court Justice Clarence Thomas, has agreed to participate in a voluntary interview with the House panel investigating the Jan. 6 insurrection.","Eric Tucker and Mary Clare Jalonick, AP",2022-09-21,"['Virginia', 'Thomas', 'Agrees', 'To', 'Interview', 'With', 'Jan.', '6', 'Panel']","['Conservative', 'activist', 'Virginia', 'Thomas,', 'the', 'wife', 'of', 'Supreme', 'Court', 'Justice', 'Clarence', 'Thomas,', 'has', 'agreed', 'to', 'participate', 'in', 'a', 'voluntary', 'interview', 'with', 'the', 'House', 'panel', 'investigating', 'the', 'Jan.', '6', 'insurrection.']",9,29,"conservative activist virginia thomas, wife supreme court justice clarence thomas, agreed participate voluntary interview house panel investigating jan. 6 insurrection.",virginia thomas agrees interview jan. 6 panel,"['conservative', 'activist', 'virginia', 'thomas,', 'wife', 'supreme', 'court', 'justice', 'clarence', 'thomas,', 'agreed', 'participate', 'voluntary', 'interview', 'house', 'panel', 'investigating', 'jan.', '6', 'insurrection.']","['virginia', 'thomas', 'agrees', 'interview', 'jan.', '6', 'panel']",[],['6'],2022
https://www.huffpost.com/entry/valery-polyakov-dies_n_6329d497e4b0913a3dd5336c,Russian Cosmonaut Valery Polyakov Who Broke Record With 437-Day Stay In Space Dies At 80,WORLD NEWS,"Polyakov's record-breaking trip to outer space saw him orbit Earth 7,075 times and travel nearly 187 million miles.",Marco Margaritoff,2022-09-20,"['Russian', 'Cosmonaut', 'Valery', 'Polyakov', 'Who', 'Broke', 'Record', 'With', '437-Day', 'Stay', 'In', 'Space', 'Dies', 'At', '80']","[""Polyakov's"", 'record-breaking', 'trip', 'to', 'outer', 'space', 'saw', 'him', 'orbit', 'Earth', '7,075', 'times', 'and', 'travel', 'nearly', '187', 'million', 'miles.']",15,18,"polyakov's record-breaking trip outer space saw orbit earth 7,075 times travel nearly 187 million miles.",russian cosmonaut valery polyakov broke record 437-day stay space dies 80,"[""polyakov's"", 'record-breaking', 'trip', 'outer', 'space', 'saw', 'orbit', 'earth', '7,075', 'times', 'travel', 'nearly', '187', 'million', 'miles.']","['russian', 'cosmonaut', 'valery', 'polyakov', 'broke', 'record', '437-day', 'stay', 'space', 'dies', '80']",[],"['7', '075', '187']",2022
https://www.huffpost.com/entry/hulu-reboot-should-you-watch-it_n_6324a099e4b0eac9f4e18b46,'Reboot' Is A Clever And Not Too Navel-Gazey Look Inside TV Reboots,CULTURE & ARTS,"Starring Keegan-Michael Key, Judy Greer and Johnny Knoxville, the Hulu show follows the revival of a fictional early 2000s sitcom.",Marina Fang and Candice Frederick,2022-09-20,"[""'Reboot'"", 'Is', 'A', 'Clever', 'And', 'Not', 'Too', 'Navel-Gazey', 'Look', 'Inside', 'TV', 'Reboots']","['Starring', 'Keegan-Michael', 'Key,', 'Judy', 'Greer', 'and', 'Johnny', 'Knoxville,', 'the', 'Hulu', 'show', 'follows', 'the', 'revival', 'of', 'a', 'fictional', 'early', '2000s', 'sitcom.']",12,20,"starring keegan-michael key, judy greer johnny knoxville, hulu follows revival fictional early 2000s sitcom.",'reboot' clever navel-gazey look inside tv reboots,"['starring', 'keegan-michael', 'key,', 'judy', 'greer', 'johnny', 'knoxville,', 'hulu', 'follows', 'revival', 'fictional', 'early', '2000s', 'sitcom.']","[""'reboot'"", 'clever', 'navel-gazey', 'look', 'inside', 'tv', 'reboots']",[],[],2022
https://www.huffpost.com/entry/dodgers-baseball-obit-wills_n_6329feb3e4b07198f0134500,"Maury Wills, Base-Stealing Shortstop For Dodgers, Dies At 89",SPORTS,"Maury Wills, who helped the Los Angeles Dodgers win three World Series titles with his base-stealing prowess, has died.","Beth Harris, AP",2022-09-20,"['Maury', 'Wills,', 'Base-Stealing', 'Shortstop', 'For', 'Dodgers,', 'Dies', 'At', '89']","['Maury', 'Wills,', 'who', 'helped', 'the', 'Los', 'Angeles', 'Dodgers', 'win', 'three', 'World', 'Series', 'titles', 'with', 'his', 'base-stealing', 'prowess,', 'has', 'died.']",9,19,"maury wills, helped los angeles dodgers win world series titles base-stealing prowess, died.","maury wills, base-stealing shortstop dodgers, dies 89","['maury', 'wills,', 'helped', 'los', 'angeles', 'dodgers', 'win', 'world', 'series', 'titles', 'base-stealing', 'prowess,', 'died.']","['maury', 'wills,', 'base-stealing', 'shortstop', 'dodgers,', 'dies', '89']",[],[],2022
https://www.huffpost.com/entry/russian-controlled-ukrainian-regions-referendum_n_6329d53ae4b07198f012f023,4 Russian-Controlled Ukrainian Regions Schedule Votes This Week To Join Russia,WORLD NEWS,The concerted and quickening Kremlin-backed efforts to swallow up four regions could set the stage for Moscow to escalate the war.,"Jon Gambrell, AP",2022-09-20,"['4', 'Russian-Controlled', 'Ukrainian', 'Regions', 'Schedule', 'Votes', 'This', 'Week', 'To', 'Join', 'Russia']","['The', 'concerted', 'and', 'quickening', 'Kremlin-backed', 'efforts', 'to', 'swallow', 'up', 'four', 'regions', 'could', 'set', 'the', 'stage', 'for', 'Moscow', 'to', 'escalate', 'the', 'war.']",11,21,concerted quickening kremlin-backed efforts swallow regions set stage moscow escalate war.,4 russian-controlled ukrainian regions schedule votes week join russia,"['concerted', 'quickening', 'kremlin-backed', 'efforts', 'swallow', 'regions', 'set', 'stage', 'moscow', 'escalate', 'war.']","['4', 'russian-controlled', 'ukrainian', 'regions', 'schedule', 'votes', 'week', 'join', 'russia']",[],[],2022
https://www.huffpost.com/entry/hurricane-fiona-barrels-toward-turks-and-caicos-islands_n_63298597e4b0ed991abcacf9,Fiona Barrels Toward Turks And Caicos Islands As Category 3 Hurricane,WORLD NEWS,The Turks and Caicos Islands government imposed a curfew as the intensifying storm kept dropping copious rain over the Dominican Republic and Puerto Rico.,"Dánica Coto, AP",2022-09-20,"['Fiona', 'Barrels', 'Toward', 'Turks', 'And', 'Caicos', 'Islands', 'As', 'Category', '3', 'Hurricane']","['The', 'Turks', 'and', 'Caicos', 'Islands', 'government', 'imposed', 'a', 'curfew', 'as', 'the', 'intensifying', 'storm', 'kept', 'dropping', 'copious', 'rain', 'over', 'the', 'Dominican', 'Republic', 'and', 'Puerto', 'Rico.']",11,24,turks caicos islands government imposed curfew intensifying storm kept dropping copious rain dominican republic puerto rico.,fiona barrels turks caicos islands category 3 hurricane,"['turks', 'caicos', 'islands', 'government', 'imposed', 'curfew', 'intensifying', 'storm', 'kept', 'dropping', 'copious', 'rain', 'dominican', 'republic', 'puerto', 'rico.']","['fiona', 'barrels', 'turks', 'caicos', 'islands', 'category', '3', 'hurricane']",[],[],2022
https://www.huffpost.com/entry/golden-globes-return-nbc_n_6329f151e4b0ed991abda7f3,Golden Globes Returning To NBC In January After Year Off-Air,ENTERTAINMENT,"For the past 18 months, Hollywood has effectively boycotted the Globes after reports that the HFPA’s 87 members of non-American journalists included no Black members.",,2022-09-20,"['Golden', 'Globes', 'Returning', 'To', 'NBC', 'In', 'January', 'After', 'Year', 'Off-Air']","['For', 'the', 'past', '18', 'months,', 'Hollywood', 'has', 'effectively', 'boycotted', 'the', 'Globes', 'after', 'reports', 'that', 'the', 'HFPA’s', '87', 'members', 'of', 'non-American', 'journalists', 'included', 'no', 'Black', 'members.']",10,25,"past 18 months, hollywood effectively boycotted globes reports hfpa’s 87 members non-american journalists included black members.",golden globes returning nbc january year off-air,"['past', '18', 'months,', 'hollywood', 'effectively', 'boycotted', 'globes', 'reports', 'hfpa’s', '87', 'members', 'non-american', 'journalists', 'included', 'black', 'members.']","['golden', 'globes', 'returning', 'nbc', 'january', 'year', 'off-air']",[],"['18', '87']",2022
https://www.huffpost.com/entry/biden-us-forces-defend-taiwan-against-china_n_6327ec68e4b0ed021dfe3695,Biden Says U.S. Forces Would Defend Taiwan If China Invaded,POLITICS,President issues vow as tensions with China rise.,,2022-09-19,"['Biden', 'Says', 'U.S.', 'Forces', 'Would', 'Defend', 'Taiwan', 'If', 'China', 'Invaded']","['President', 'issues', 'vow', 'as', 'tensions', 'with', 'China', 'rise.']",10,8,president issues vow tensions china rise.,biden says u.s. forces defend taiwan china invaded,"['president', 'issues', 'vow', 'tensions', 'china', 'rise.']","['biden', 'says', 'u.s.', 'forces', 'defend', 'taiwan', 'china', 'invaded']",[],[],2022
https://www.huffpost.com/entry/hurricane-fiona_n_63281718e4b0ed021dfe4ff0,Hurricane Fiona Bears Down On Dominican Republic After Pounding Puerto Rico,WORLD NEWS,"The storm knocked out the power grid and unleashed floods and landslides in Puerto Rico, where the governor said the damage was “catastrophic.”","Danica Coto, AP",2022-09-19,"['Hurricane', 'Fiona', 'Bears', 'Down', 'On', 'Dominican', 'Republic', 'After', 'Pounding', 'Puerto', 'Rico']","['The', 'storm', 'knocked', 'out', 'the', 'power', 'grid', 'and', 'unleashed', 'floods', 'and', 'landslides', 'in', 'Puerto', 'Rico,', 'where', 'the', 'governor', 'said', 'the', 'damage', 'was', '“catastrophic.”']",11,23,"storm knocked power grid unleashed floods landslides puerto rico, governor said damage “catastrophic.”",hurricane fiona bears dominican republic pounding puerto rico,"['storm', 'knocked', 'power', 'grid', 'unleashed', 'floods', 'landslides', 'puerto', 'rico,', 'governor', 'said', 'damage', '“catastrophic.”']","['hurricane', 'fiona', 'bears', 'dominican', 'republic', 'pounding', 'puerto', 'rico']",[],[],2022
https://www.huffpost.com/entry/national-championship-air-races-pilot-killed-crash_n_632860fae4b0ed021dfef140,One Dead After Plane Crashes At Reno Air Race,U.S. NEWS,"The single-engine plane was participating in the National Championship Air Races on Sunday when it crashed into a field, killing the pilot, officials said.",Nina Golgowski,2022-09-19,"['One', 'Dead', 'After', 'Plane', 'Crashes', 'At', 'Reno', 'Air', 'Race']","['The', 'single-engine', 'plane', 'was', 'participating', 'in', 'the', 'National', 'Championship', 'Air', 'Races', 'on', 'Sunday', 'when', 'it', 'crashed', 'into', 'a', 'field,', 'killing', 'the', 'pilot,', 'officials', 'said.']",9,24,"single-engine plane participating national championship air races sunday crashed field, killing pilot, officials said.",dead plane crashes reno air race,"['single-engine', 'plane', 'participating', 'national', 'championship', 'air', 'races', 'sunday', 'crashed', 'field,', 'killing', 'pilot,', 'officials', 'said.']","['dead', 'plane', 'crashes', 'reno', 'air', 'race']",[],[],2022
https://www.huffpost.com/entry/ukraine-festival_n_6327b4a0e4b082746beb52c7,‘Beautiful And Sad At The Same Time’: Ukrainian Cultural Festival Takes On A Deeper Meaning This Year,POLITICS,An annual celebration took on a different feel as Russia's invasion dragged into Day 206.,Jonathan Nicholson,2022-09-19,"['‘Beautiful', 'And', 'Sad', 'At', 'The', 'Same', 'Time’:', 'Ukrainian', 'Cultural', 'Festival', 'Takes', 'On', 'A', 'Deeper', 'Meaning', 'This', 'Year']","['An', 'annual', 'celebration', 'took', 'on', 'a', 'different', 'feel', 'as', ""Russia's"", 'invasion', 'dragged', 'into', 'Day', '206.']",17,15,annual celebration took different feel russia's invasion dragged day 206.,‘beautiful sad time’: ukrainian cultural festival takes deeper meaning year,"['annual', 'celebration', 'took', 'different', 'feel', ""russia's"", 'invasion', 'dragged', 'day', '206.']","['‘beautiful', 'sad', 'time’:', 'ukrainian', 'cultural', 'festival', 'takes', 'deeper', 'meaning', 'year']",[],['206'],2022
https://www.huffpost.com/entry/mark-frerichs-release-us-taliban-prisoner-swap_n_63284bb2e4b000d9885d510b,Family Of American Held In Afghanistan Says He Was Freed By Taliban In Prisoner Swap,U.S. NEWS,"Mark Frerichs, a Navy veteran and civilian contractor, was kidnapped in Afghanistan in January 2020.","Eric Tucker and Rahim Faiez, AP",2022-09-19,"['Family', 'Of', 'American', 'Held', 'In', 'Afghanistan', 'Says', 'He', 'Was', 'Freed', 'By', 'Taliban', 'In', 'Prisoner', 'Swap']","['Mark', 'Frerichs,', 'a', 'Navy', 'veteran', 'and', 'civilian', 'contractor,', 'was', 'kidnapped', 'in', 'Afghanistan', 'in', 'January', '2020.']",15,15,"mark frerichs, navy veteran civilian contractor, kidnapped afghanistan january 2020.",family american held afghanistan says freed taliban prisoner swap,"['mark', 'frerichs,', 'navy', 'veteran', 'civilian', 'contractor,', 'kidnapped', 'afghanistan', 'january', '2020.']","['family', 'american', 'held', 'afghanistan', 'says', 'freed', 'taliban', 'prisoner', 'swap']",[],['2020'],2022
